lat,lon
-12.063723,-77.126575
-12.06398,-77.125836
-12.064099,-77.125492
-12.064252,-77.125066
-12.055477,-77.127847
-12.063526,-77.145366
-12.063371,-77.1441
-12.055862,-77.140715
-12.056413,-77.140031
-12.051236,-77.129913
-12.050976,-77.126714
-12.050984,-77.126559
-12.063869,-77.151521
-12.064006,-77.151911
-12.064058,-77.151988
-12.064283,-77.152596
-12.064431,-77.152987
-12.064836,-77.153998
-12.065472,-77.155221
-12.066045,-77.156074
-12.066808,-77.157234
-12.059857,-77.135631
-12.060067,-77.137032
-12.060265,-77.138439
-12.060422,-77.139506
-12.06045,-77.139702
-12.060709,-77.141287
-12.060951,-77.142932
-12.060972,-77.143091
-12.061111,-77.14396
-12.061179,-77.144405
-12.061207,-77.14457
-12.056241,-77.132398
-12.055795,-77.133117
-12.055685,-77.133265
-12.061495,-77.124632
-12.062782,-77.122912
-12.063044,-77.122564
-12.063366,-77.122084
-12.063631,-77.1218
-12.063921,-77.121423
-12.064945,-77.120016
-12.065035,-77.119956
-12.06542,-77.136202
-12.065633,-77.137894
-12.060709,-77.141287
-12.060951,-77.142932
-12.05969,-77.13448
-12.059857,-77.135631
-12.064734,-77.137993
-12.0649,-77.139221
-12.060204,-77.128274
-12.061013,-77.12859
-12.0619,-77.128919
-12.070149,-77.12998
-12.070452,-77.129128
-12.070764,-77.128234
-12.059186,-77.127902
-12.059898,-77.12815
-12.060204,-77.128274
-12.061013,-77.12859
-12.0619,-77.128919
-12.062748,-77.129223
-12.049007,-77.105733
-12.049043,-77.106085
-12.049061,-77.106275
-12.049079,-77.106492
-12.049091,-77.106646
-12.049222,-77.108247
-12.049339,-77.109248
-12.049358,-77.109669
-12.049542,-77.112043
-12.04956,-77.112266
-12.049589,-77.112643
-12.06045,-77.139702
-12.060709,-77.141287
-12.060951,-77.142932
-12.060972,-77.143091
-12.061111,-77.14396
-12.061179,-77.144405
-12.061207,-77.14457
-12.069867,-77.122909
-12.069059,-77.122482
-12.068934,-77.122347
-12.068271,-77.121979
-12.066723,-77.126679
-12.066615,-77.126082
-12.066512,-77.125539
-12.066416,-77.125027
-12.060743,-77.129465
-12.061013,-77.12859
-12.061332,-77.127697
-12.060709,-77.141287
-12.060951,-77.142932
-12.059186,-77.127902
-12.059898,-77.12815
-12.060204,-77.128274
-12.061013,-77.12859
-12.0619,-77.128919
-12.062748,-77.129223
-12.05839,-77.122972
-12.05845,-77.123532
-12.058648,-77.125317
-12.058696,-77.125731
-12.05131,-77.140763
-12.051401,-77.140861
-12.05202,-77.14129
-12.052815,-77.141797
-12.054251,-77.142762
-12.055494,-77.14357
-12.049937,-77.114598
-12.049919,-77.114403
-12.049884,-77.114013
-12.049753,-77.112561
-12.049717,-77.112168
-12.04943,-77.109242
-12.049339,-77.109248
-12.049358,-77.109669
-12.049542,-77.112043
-12.04956,-77.112266
-12.049589,-77.112643
-12.049738,-77.114199
-12.049802,-77.114702
-12.049819,-77.114912
-12.059658,-77.134234
-12.05969,-77.13448
-12.059857,-77.135631
-12.060067,-77.137032
-12.051242,-77.140552
-12.050382,-77.139984
-12.050101,-77.13977
-12.049823,-77.139539
-12.049624,-77.139346
-12.049439,-77.139126
-12.04906,-77.138552
-12.048873,-77.138174
-12.048497,-77.137187
-12.0619,-77.128919
-12.062748,-77.129223
-12.063595,-77.129547
-12.064786,-77.129987
-12.06528,-77.130168
-12.057876,-77.142772
-12.058178,-77.142814
-12.059247,-77.142977
-12.059857,-77.135631
-12.060067,-77.137032
-12.060265,-77.138439
-12.060422,-77.139506
-12.06045,-77.139702
-12.06045,-77.139702
-12.060709,-77.141287
-12.056638,-77.133068
-12.057983,-77.132787
-12.05855,-77.132653
-12.065262,-77.122203
-12.064823,-77.12333
-12.064823,-77.12333
-12.064679,-77.123704
-12.06465,-77.123783
-12.064172,-77.125039
-12.064024,-77.125466
-12.063908,-77.125808
-12.063616,-77.12666
-12.063374,-77.127364
-12.063372,-77.127474
-12.063429,-77.127392
-12.063723,-77.126575
-12.06398,-77.125836
-12.064099,-77.125492
-12.064252,-77.125066
-12.064753,-77.123735
-12.064901,-77.123363
-12.065113,-77.122828
-12.06394,-77.151488
-12.063909,-77.15141
-12.063823,-77.15129
-12.063707,-77.151204
-12.063576,-77.151153
-12.063427,-77.151129
-12.059857,-77.135631
-12.061005,-77.135489
-12.061498,-77.135407
-12.061624,-77.135386
-12.062146,-77.135305
-12.06304,-77.135123
-12.064324,-77.134925
-12.049717,-77.112168
-12.04943,-77.109242
-12.0619,-77.128919
-12.06159,-77.129754
-12.056241,-77.132398
-12.055795,-77.133117
-12.055685,-77.133265
-12.065724,-77.121689
-12.066008,-77.1232
-12.066148,-77.124003
-12.066238,-77.124493
-12.066338,-77.125043
-12.049091,-77.106646
-12.049222,-77.108247
-12.049339,-77.109248
-12.049358,-77.109669
-12.063928,-77.144003
-12.063583,-77.142705
-12.063535,-77.142512
-12.063159,-77.1412
-12.061198,-77.133555
-12.060927,-77.132535
-12.060772,-77.131953
-12.060664,-77.131816
-12.060362,-77.13037
-12.060147,-77.129341
-12.059898,-77.12815
-12.06542,-77.136202
-12.065633,-77.137894
-12.050953,-77.12554
-12.050835,-77.125172
-12.050806,-77.124908
-12.05078,-77.124618
-12.050747,-77.124225
-12.050726,-77.123957
-12.050719,-77.123842
-12.050707,-77.12368
-12.050689,-77.123468
-12.050439,-77.120529
-12.050426,-77.120379
-12.050377,-77.11964
-12.050353,-77.119402
-12.049717,-77.112168
-12.04943,-77.109242
-12.060709,-77.141287
-12.049999,-77.115345
-12.049982,-77.115183
-12.04996,-77.114872
-12.049937,-77.114598
-12.049919,-77.114403
-12.049884,-77.114013
-12.049753,-77.112561
-12.049717,-77.112168
-12.04943,-77.109242
-12.060265,-77.138439
-12.060709,-77.141287
-12.060951,-77.142932
-12.053266,-77.126293
-12.05969,-77.13448
-12.059857,-77.135631
-12.064515,-77.136358
-12.064734,-77.137993
-12.059857,-77.135631
-12.060067,-77.137032
-12.060265,-77.138439
-12.060422,-77.139506
-12.06045,-77.139702
-12.060709,-77.141287
-12.060951,-77.142932
-12.059857,-77.135631
-12.060067,-77.137032
-12.060265,-77.138439
-12.060422,-77.139506
-12.06045,-77.139702
-12.060709,-77.141287
-12.060951,-77.142932
-12.065532,-77.15001
-12.065363,-77.149369
-12.064961,-77.147885
-12.064639,-77.146618
-12.064263,-77.145255
-12.063928,-77.144003
-12.063583,-77.142705
-12.063535,-77.142512
-12.063159,-77.1412
-12.059857,-77.135631
-12.061005,-77.135489
-12.061498,-77.135407
-12.061624,-77.135386
-12.062146,-77.135305
-12.06304,-77.135123
-12.064324,-77.134925
-12.054679,-77.135192
-12.055035,-77.134571
-12.055345,-77.13406
-12.049717,-77.112168
-12.04943,-77.109242
-12.063869,-77.151521
-12.064006,-77.151911
-12.064058,-77.151988
-12.064283,-77.152596
-12.064431,-77.152987
-12.064836,-77.153998
-12.065472,-77.155221
-12.066045,-77.156074
-12.066808,-77.157234
-12.05969,-77.13448
-12.059857,-77.135631
-12.049937,-77.114598
-12.049919,-77.114403
-12.049884,-77.114013
-12.049753,-77.112561
-12.049717,-77.112168
-12.04943,-77.109242
-12.051236,-77.129913
-12.050976,-77.126714
-12.050984,-77.126559
-12.061303,-77.134025
-12.061152,-77.134045
-12.06081,-77.134083
-12.051236,-77.129913
-12.050976,-77.126714
-12.050984,-77.126559
-12.075678,-77.114826
-12.073537,-77.120724
-12.073272,-77.121444
-12.072939,-77.122314
-12.072607,-77.123198
-12.062441,-77.130068
-12.062748,-77.129223
-12.063066,-77.128345
-12.063372,-77.127474
-12.063429,-77.127392
-12.063723,-77.126575
-12.06398,-77.125836
-12.049091,-77.106646
-12.049222,-77.108247
-12.049339,-77.109248
-12.049358,-77.109669
-12.049542,-77.112043
-12.057876,-77.142772
-12.058178,-77.142814
-12.059247,-77.142977
-12.049091,-77.106646
-12.049222,-77.108247
-12.049339,-77.109248
-12.049358,-77.109669
-12.051236,-77.129913
-12.050976,-77.126714
-12.050984,-77.126559
-12.049091,-77.106646
-12.049222,-77.108247
-12.049339,-77.109248
-12.049358,-77.109669
-12.063535,-77.142512
-12.063159,-77.1412
-12.06394,-77.151488
-12.063909,-77.15141
-12.063823,-77.15129
-12.063707,-77.151204
-12.063576,-77.151153
-12.063427,-77.151129
-12.05839,-77.122972
-12.05845,-77.123532
-12.058648,-77.125317
-12.058696,-77.125731
-12.061571,-77.132547
-12.062101,-77.131033
-12.062441,-77.130068
-12.062748,-77.129223
-12.063066,-77.128345
-12.063372,-77.127474
-12.063429,-77.127392
-12.063723,-77.126575
-12.06398,-77.125836
-12.064099,-77.125492
-12.060067,-77.137032
-12.061203,-77.136857
-12.049222,-77.108247
-12.049339,-77.109248
-12.049358,-77.109669
-12.049542,-77.112043
-12.059857,-77.135631
-12.060067,-77.137032
-12.060265,-77.138439
-12.060422,-77.139506
-12.06045,-77.139702
-12.070663,-77.123363
-12.070366,-77.123979
-12.070041,-77.124849
-12.061861,-77.141249
-12.055574,-77.129016
-12.055477,-77.127847
-12.049717,-77.112168
-12.04943,-77.109242
-12.059568,-77.133491
-12.059658,-77.134234
-12.05969,-77.13448
-12.059857,-77.135631
-12.060067,-77.137032
-12.059857,-77.135631
-12.060067,-77.137032
-12.060265,-77.138439
-12.065262,-77.122203
-12.064823,-77.12333
-12.064679,-77.123704
-12.06465,-77.123783
-12.064172,-77.125039
-12.064024,-77.125466
-12.063908,-77.125808
-12.064263,-77.145255
-12.063928,-77.144003
-12.063583,-77.142705
-12.063535,-77.142512
-12.063159,-77.1412
-12.062709,-77.139472
-12.062379,-77.138236
-12.060067,-77.137032
-12.060265,-77.138439
-12.060422,-77.139506
-12.06045,-77.139702
-12.059857,-77.135631
-12.060067,-77.137032
-12.060265,-77.138439
-12.060422,-77.139506
-12.06045,-77.139702
-12.049091,-77.106646
-12.049222,-77.108247
-12.049339,-77.109248
-12.049358,-77.109669
-12.049542,-77.112043
-12.04956,-77.112266
-12.049589,-77.112643
-12.049738,-77.114199
-12.049802,-77.114702
-12.06045,-77.139702
-12.060709,-77.141287
-12.060951,-77.142932
-12.060972,-77.143091
-12.061111,-77.14396
-12.061179,-77.144405
-12.061207,-77.14457
-12.061359,-77.145711
-12.056009,-77.133194
-12.056638,-77.133068
-12.057983,-77.132787
-12.05855,-77.132653
-12.061005,-77.135489
-12.061498,-77.135407
-12.061624,-77.135386
-12.062146,-77.135305
-12.06304,-77.135123
-12.060927,-77.132535
-12.060772,-77.131953
-12.060664,-77.131816
-12.060362,-77.13037
-12.060147,-77.129341
-12.059898,-77.12815
-12.066723,-77.126679
-12.066615,-77.126082
-12.066512,-77.125539
-12.066416,-77.125027
-12.066316,-77.124474
-12.066229,-77.123985
-12.06616,-77.123591
-12.066105,-77.123272
-12.066042,-77.12293
-12.065928,-77.12235
-12.044194,-77.135673
-12.045011,-77.135488
-12.04574,-77.135322
-12.046368,-77.135197
-12.046893,-77.135128
-12.047367,-77.135022
-12.063526,-77.145366
-12.063371,-77.1441
-12.064515,-77.136358
-12.064734,-77.137993
-12.060067,-77.137032
-12.061203,-77.136857
-12.059857,-77.135631
-12.060067,-77.137032
-12.060265,-77.138439
-12.060422,-77.139506
-12.06045,-77.139702
-12.060709,-77.141287
-12.060951,-77.142932
-12.063723,-77.126575
-12.06398,-77.125836
-12.064099,-77.125492
-12.064252,-77.125066
-12.065724,-77.121689
-12.066008,-77.1232
-12.066148,-77.124003
-12.066238,-77.124493
-12.066338,-77.125043
-12.065724,-77.121689
-12.066008,-77.1232
-12.066148,-77.124003
-12.066238,-77.124493
-12.066338,-77.125043
-12.071758,-77.125504
-12.0721,-77.124587
-12.072233,-77.124222
-12.071758,-77.125504
-12.0721,-77.124587
-12.072233,-77.124222
-12.049753,-77.112561
-12.049717,-77.112168
-12.04943,-77.109242
-12.049717,-77.112168
-12.04943,-77.109242
-12.066042,-77.12293
-12.065928,-77.12235
-12.049091,-77.106646
-12.049222,-77.108247
-12.049339,-77.109248
-12.049358,-77.109669
-12.057171,-77.131167
-12.05734,-77.130829
-12.0589,-77.128139
-12.059269,-77.127585
-12.067521,-77.131003
-12.067313,-77.129904
-12.067123,-77.128834
-12.066929,-77.127784
-12.06688,-77.127533
-12.065553,-77.121296
-12.065503,-77.121541
-12.065426,-77.121776
-12.065262,-77.122203
-12.064823,-77.12333
-12.064679,-77.123704
-12.06465,-77.123783
-12.064172,-77.125039
-12.064024,-77.125466
-12.063908,-77.125808
-12.063616,-77.12666
-12.063374,-77.127364
-12.063372,-77.127474
-12.063429,-77.127392
-12.060067,-77.137032
-12.061203,-77.136857
-12.061848,-77.136765
-12.062709,-77.139472
-12.062379,-77.138236
-12.063928,-77.144003
-12.063583,-77.142705
-12.063535,-77.142512
-12.063159,-77.1412
-12.075678,-77.114826
-12.073537,-77.120724
-12.073272,-77.121444
-12.072939,-77.122314
-12.072607,-77.123198
-12.049043,-77.106085
-12.049061,-77.106275
-12.049079,-77.106492
-12.049091,-77.106646
-12.049222,-77.108247
-12.049339,-77.109248
-12.049358,-77.109669
-12.049542,-77.112043
-12.059857,-77.135631
-12.060067,-77.137032
-12.060265,-77.138439
-12.060422,-77.139506
-12.06045,-77.139702
-12.060709,-77.141287
-12.060951,-77.142932
-12.064828,-77.119692
-12.064793,-77.119867
-12.064055,-77.120839
-12.063252,-77.121996
-12.062925,-77.122469
-12.062668,-77.122826
-12.062027,-77.123683
-12.059186,-77.127902
-12.059898,-77.12815
-12.060204,-77.128274
-12.061013,-77.12859
-12.0619,-77.128919
-12.062748,-77.129223
-12.057171,-77.131167
-12.05734,-77.130829
-12.0589,-77.128139
-12.059269,-77.127585
-12.056355,-77.121958
-12.057167,-77.121838
-12.057644,-77.12178
-12.054679,-77.135192
-12.055035,-77.134571
-12.055345,-77.13406
-12.062748,-77.129223
-12.063595,-77.129547
-12.05131,-77.140763
-12.051401,-77.140861
-12.05202,-77.14129
-12.052815,-77.141797
-12.054251,-77.142762
-12.055494,-77.14357
-12.05969,-77.13448
-12.059857,-77.135631
-12.061152,-77.134045
-12.061498,-77.135407
-12.061848,-77.136765
-12.063723,-77.126575
-12.06398,-77.125836
-12.064099,-77.125492
-12.064252,-77.125066
-12.053266,-77.126293
-12.069867,-77.122909
-12.069059,-77.122482
-12.068934,-77.122347
-12.068271,-77.121979
-12.055685,-77.133265
-12.055834,-77.133238
-12.056009,-77.133194
-12.056638,-77.133068
-12.057983,-77.132787
-12.05855,-77.132653
-12.062511,-77.12715
-12.062213,-77.128026
-12.0619,-77.128919
-12.04996,-77.114872
-12.049937,-77.114598
-12.049919,-77.114403
-12.049884,-77.114013
-12.049753,-77.112561
-12.060204,-77.128274
-12.061013,-77.12859
-12.0619,-77.128919
-12.05839,-77.122972
-12.05845,-77.123532
-12.058648,-77.125317
-12.058696,-77.125731
-12.05131,-77.140763
-12.051401,-77.140861
-12.05202,-77.14129
-12.052815,-77.141797
-12.054251,-77.142762
-12.055494,-77.14357
-12.051236,-77.129913
-12.050976,-77.126714
-12.050984,-77.126559
-12.061198,-77.133555
-12.060927,-77.132535
-12.060772,-77.131953
-12.060664,-77.131816
-12.060362,-77.13037
-12.060147,-77.129341
-12.059898,-77.12815
-12.063728,-77.146764
-12.064509,-77.146657
-12.064639,-77.146618
-12.04996,-77.114872
-12.049937,-77.114598
-12.049919,-77.114403
-12.049884,-77.114013
-12.049753,-77.112561
-12.049717,-77.112168
-12.051242,-77.140552
-12.050382,-77.139984
-12.050101,-77.13977
-12.049823,-77.139539
-12.049624,-77.139346
-12.049439,-77.139126
-12.04906,-77.138552
-12.048873,-77.138174
-12.048497,-77.137187
-12.060067,-77.137032
-12.061203,-77.136857
-12.064515,-77.136358
-12.064324,-77.134925
-12.057217,-77.1361
-12.057939,-77.136658
-12.049919,-77.114403
-12.049884,-77.114013
-12.049753,-77.112561
-12.049717,-77.112168
-12.04943,-77.109242
-12.06045,-77.139702
-12.060709,-77.141287
-12.060951,-77.142932
-12.060972,-77.143091
-12.061111,-77.14396
-12.061179,-77.144405
-12.061207,-77.14457
-12.067384,-77.156861
-12.067079,-77.156347
-12.066868,-77.155861
-12.066801,-77.155679
-12.066729,-77.15541
-12.06655,-77.154624
-12.066342,-77.153611
-12.066224,-77.153045
-12.066119,-77.152578
-12.065889,-77.15154
-12.065861,-77.151407
-12.065672,-77.150589
-12.065532,-77.15001
-12.065363,-77.149369
-12.064961,-77.147885
-12.064639,-77.146618
-12.064263,-77.145255
-12.063928,-77.144003
-12.063583,-77.142705
-12.049717,-77.112168
-12.04943,-77.109242
-12.063526,-77.145366
-12.063371,-77.1441
-12.061571,-77.132547
-12.062101,-77.131033
-12.062441,-77.130068
-12.062748,-77.129223
-12.063066,-77.128345
-12.063372,-77.127474
-12.063429,-77.127392
-12.063723,-77.126575
-12.06398,-77.125836
-12.064099,-77.125492
-12.061203,-77.136857
-12.061628,-77.139558
-12.059857,-77.135631
-12.061303,-77.134025
-12.061152,-77.134045
-12.06081,-77.134083
-12.071758,-77.125504
-12.0721,-77.124587
-12.072233,-77.124222
-12.060067,-77.137032
-12.060265,-77.138439
-12.060422,-77.139506
-12.06045,-77.139702
-12.061152,-77.134045
-12.061498,-77.135407
-12.061848,-77.136765
-12.062247,-77.138246
-12.053266,-77.126293
-12.054519,-77.128642
-12.059857,-77.135631
-12.060067,-77.137032
-12.060265,-77.138439
-12.063535,-77.142512
-12.063159,-77.1412
-12.062709,-77.139472
-12.062379,-77.138236
-12.06578,-77.139106
-12.065633,-77.137894
-12.06542,-77.136202
-12.060422,-77.139506
-12.060335,-77.139717
-12.05969,-77.13448
-12.059857,-77.135631
-12.060067,-77.137032
-12.060265,-77.138439
-12.060422,-77.139506
-12.06045,-77.139702
-12.064515,-77.136358
-12.064734,-77.137993
-12.065553,-77.121296
-12.065503,-77.121541
-12.065426,-77.121776
-12.065262,-77.122203
-12.064823,-77.12333
-12.064679,-77.123704
-12.06465,-77.123783
-12.064172,-77.125039
-12.064024,-77.125466
-12.063908,-77.125808
-12.063616,-77.12666
-12.063374,-77.127364
-12.065262,-77.122203
-12.064823,-77.12333
-12.064679,-77.123704
-12.06465,-77.123783
-12.064172,-77.125039
-12.064024,-77.125466
-12.063908,-77.125808
-12.063616,-77.12666
-12.063374,-77.127364
-12.063372,-77.127474
-12.063429,-77.127392
-12.065553,-77.121296
-12.065503,-77.121541
-12.065426,-77.121776
-12.065262,-77.122203
-12.060709,-77.141287
-12.053266,-77.126293
-12.044119,-77.114393
-12.044053,-77.114498
-12.043931,-77.114695
-12.04374,-77.115002
-12.059857,-77.135631
-12.060067,-77.137032
-12.060265,-77.138439
-12.060422,-77.139506
-12.061013,-77.12859
-12.061332,-77.127697
-12.061203,-77.136857
-12.064828,-77.119692
-12.064793,-77.119867
-12.064055,-77.120839
-12.063252,-77.121996
-12.062925,-77.122469
-12.065852,-77.139684
-12.06578,-77.139106
-12.065633,-77.137894
-12.06542,-77.136202
-12.061203,-77.136857
-12.061628,-77.139558
-12.061861,-77.141249
-12.062046,-77.142777
-12.062101,-77.131033
-12.062441,-77.130068
-12.062748,-77.129223
-12.063066,-77.128345
-12.05798,-77.119439
-12.057634,-77.117724
-12.060362,-77.13037
-12.060147,-77.129341
-12.059898,-77.12815
-12.062101,-77.131033
-12.062441,-77.130068
-12.062748,-77.129223
-12.063066,-77.128345
-12.058287,-77.121165
-12.058199,-77.120519
-12.057634,-77.117724
-12.061303,-77.134025
-12.061198,-77.133555
-12.060927,-77.132535
-12.060772,-77.131953
-12.060664,-77.131816
-12.060362,-77.13037
-12.060147,-77.129341
-12.059898,-77.12815
-12.065657,-77.133393
-12.065047,-77.133485
-12.064147,-77.133594
-12.062838,-77.133809
-12.061905,-77.133938
-12.061303,-77.134025
-12.061152,-77.134045
-12.062441,-77.130068
-12.062748,-77.129223
-12.063066,-77.128345
-12.061848,-77.136765
-12.061976,-77.136745
-12.062361,-77.136674
-12.063522,-77.138132
-12.06371,-77.139362
-12.064012,-77.141153
-12.064184,-77.142409
-12.061203,-77.136857
-12.061628,-77.139558
-12.061203,-77.136857
-12.061628,-77.139558
-12.047706,-77.134947
-12.047139,-77.133363
-12.065553,-77.121296
-12.065503,-77.121541
-12.065426,-77.121776
-12.065262,-77.122203
-12.05845,-77.123532
-12.058648,-77.125317
-12.058696,-77.125731
-12.059857,-77.135631
-12.060067,-77.137032
-12.060265,-77.138439
-12.061203,-77.136857
-12.061628,-77.139558
-12.059857,-77.135631
-12.060067,-77.137032
-12.060265,-77.138439
-12.060422,-77.139506
-12.06045,-77.139702
-12.062748,-77.129223
-12.063066,-77.128345
-12.063372,-77.127474
-12.063429,-77.127392
-12.062146,-77.135305
-12.06304,-77.135123
-12.064324,-77.134925
-12.05969,-77.13448
-12.059857,-77.135631
-12.060067,-77.137032
-12.060265,-77.138439
-12.061203,-77.136857
-12.061628,-77.139558
-12.061861,-77.141249
-12.063159,-77.1412
-12.062709,-77.139472
-12.062379,-77.138236
-12.061303,-77.134025
-12.061152,-77.134045
-12.06081,-77.134083
-12.049222,-77.108247
-12.049339,-77.109248
-12.049358,-77.109669
-12.049542,-77.112043
-12.064515,-77.136358
-12.064734,-77.137993
-12.061203,-77.136857
-12.061628,-77.139558
-12.061861,-77.141249
-12.06981,-77.125725
-12.069331,-77.126979
-12.057375,-77.133718
-12.057011,-77.133427
-12.056791,-77.133681
-12.05662,-77.133906
-12.056471,-77.134123
-12.056326,-77.134311
-12.064147,-77.133594
-12.064324,-77.134925
-12.060067,-77.137032
-12.061203,-77.136857
-12.062511,-77.12715
-12.062213,-77.128026
-12.0619,-77.128919
-12.06159,-77.129754
-12.060664,-77.131816
-12.060362,-77.13037
-12.060147,-77.129341
-12.059898,-77.12815
-12.062685,-77.146903
-12.063728,-77.146764
-12.064509,-77.146657
-12.061498,-77.135407
-12.061848,-77.136765
-12.062247,-77.138246
-12.062559,-77.139485
-12.057819,-77.119173
-12.05809,-77.120523
-12.057853,-77.129588
-12.057315,-77.130479
-12.058494,-77.122947
-12.058337,-77.121563
-12.058287,-77.121165
-12.058199,-77.120519
-12.057634,-77.117724
-12.057011,-77.114851
-12.056979,-77.114689
-12.056616,-77.112975
-12.059568,-77.133491
-12.059658,-77.134234
-12.05969,-77.13448
-12.061203,-77.136857
-12.061628,-77.139558
-12.061861,-77.141249
-12.062046,-77.142777
-12.061203,-77.136857
-12.061628,-77.139558
-12.061861,-77.141249
-12.060067,-77.137032
-12.060265,-77.138439
-12.060422,-77.139506
-12.06045,-77.139702
-12.060709,-77.141287
-12.060951,-77.142932
-12.060972,-77.143091
-12.061111,-77.14396
-12.059247,-77.142977
-12.060263,-77.143079
-12.059679,-77.126851
-12.059691,-77.127083
-12.059701,-77.127204
-12.059898,-77.12815
-12.060147,-77.129341
-12.060362,-77.13037
-12.059857,-77.135631
-12.060067,-77.137032
-12.060265,-77.138439
-12.060422,-77.139506
-12.06045,-77.139702
-12.056881,-77.114862
-12.05726,-77.116485
-12.064515,-77.136358
-12.064734,-77.137993
-12.062441,-77.130068
-12.062748,-77.129223
-12.063066,-77.128345
-12.063372,-77.127474
-12.063429,-77.127392
-12.063723,-77.126575
-12.06398,-77.125836
-12.064099,-77.125492
-12.064252,-77.125066
-12.064753,-77.123735
-12.064901,-77.123363
-12.061402,-77.124548
-12.061173,-77.124785
-12.059679,-77.126851
-12.059504,-77.127055
-12.059266,-77.127376
-12.065262,-77.122203
-12.064823,-77.12333
-12.059186,-77.127902
-12.059898,-77.12815
-12.060204,-77.128274
-12.061013,-77.12859
-12.0619,-77.128919
